Version,Set,Item1,Item2,Item3,Item4,Item5
15,11,7,20,2,14,18
15,12,14,19,4,3,2
16,1,13,4,7,17,16
16,2,16,14,11,6,3
16,3,20,1,9,18,4
16,4,5,13,1,14,19
16,5,2,15,4,1,10
16,6,11,3,10,9,20
16,7,15,5,3,7,12
16,8,7,16,8,2,9
16,9,12,13,2,6,8
16,10,18,5,11,12,17
16,11,10,8,19,17,14
16,12,6,18,20,15,19
17,1,19,2,18,8,5
17,2,2,13,3,10,18
17,3,17,9,15,14,6
17,4,9,6,10,13,4
17,5,1,2,5,9,10
17,6,3,17,7,5,20
17,7,7,19,16,12,1
17,8,8,7,6,11,15
17,9,14,12,11,15,1
17,10,20,4,17,3,16
17,11,12,18,14,16,13
17,12,11,20,4,19,8
18,1,3,7,12,19,9
18,2,14,6,2,4,7
18,3,18,8,9,3,16
18,4,19,15,18,20,6
18,5,17,9,12,2,16
18,6,16,11,5,4,10
18,7,10,12,1,6,20
18,8,2,11,15,20,5
18,9,13,1,14,11,3
18,10,7,10,19,13,17
18,11,4,15,8,18,13
18,12,5,14,1,8,17
19,1,1,16,7,8,13
19,2,9,18,16,10,14
19,3,6,5,19,3,4
19,4,4,17,6,7,11
19,5,9,11,7,1,18
19,6,15,13,17,20,2
19,7,11,19,16,14,2
19,8,12,9,4,5,15
19,9,8,14,20,10,12
19,10,1,19,8,5,20
19,11,2,3,13,6,12
19,12,15,10,18,17,3
20,1,14,7,13,15,5
20,2,3,12,14,7,4
20,3,5,6,11,2,10
20,4,19,1,15,9,6
20,5,13,20,17,1,18
20,6,10,20,9,13,11
20,7,16,4,12,18,15
20,8,17,3,8,9,14
20,9,8,5,6,12,18
20,10,1,17,2,4,19
20,11,11,8,2,16,3
20,12,20,16,10,19,7
21,1,18,13,14,11,19
21,2,5,2,20,14,7
21,3,6,18,3,20,16
21,4,20,10,7,12,1
21,5,8,15,5,2,9
21,6,19,3,13,17,12
21,7,3,1,4,18,2
21,8,11,19,12,10,8
21,9,17,11,1,16,15
21,10,16,5,9,13,17
21,11,10,4,9,6,8
21,12,14,7,15,4,6
22,1,13,12,11,15,2
22,2,17,6,18,11,8
22,3,4,17,20,1,11
22,4,2,9,19,7,18
22,5,16,2,5,1,14
22,6,6,16,12,5,1
22,7,9,12,13,20,4
22,8,7,8,16,4,13
22,9,18,5,17,19,10
22,10,3,14,10,8,15
22,11,15,7,3,19,10
22,12,6,14,20,3,9
23,1,12,9,18,7,17
23,2,19,2,15,16,20
23,3,1,3,10,15,13
23,4,2,6,16,10,17
23,5,9,11,7,3,5
23,6,7,4,2,6,13
23,7,5,18,15,8,20
23,8,18,19,14,4,3
23,9,12,16,19,14,11
23,10,14,17,8,12,1
23,11,13,10,4,5,20
23,12,8,1,6,9,11
24,1,4,1,11,18,10
24,2,15,2,1,19,9
24,3,5,8,3,12,4
24,4,8,15,17,16,7
24,5,4,17,8,2,19
24,6,3,20,13,11,6
24,7,19,13,5,6,14
24,8,18,15,6,14,12
24,9,20,5,11,17,7
24,10,10,9,1,13,16
24,11,14,10,18,7,16
24,12,20,3,9,2,12
25,1,6,8,5,12,11
25,2,12,13,10,18,2
25,3,17,20,3,15,19
25,4,2,14,20,1,8
25,5,11,19,7,9,15
25,6,13,18,4,7,1
25,7,5,12,16,3,18
25,8,15,11,10,5,4
25,9,7,6,17,1,3
25,10,16,8,19,13,6
25,11,9,16,14,20,4
25,12,10,14,2,17,9
26,1,15,4,13,17,14
26,2,2,7,14,11,3
26,3,8,18,20,10,19
26,4,19,4,2,6,9
26,5,3,10,11,15,16
26,6,1,16,12,4,15
26,7,20,12,6,10,7
26,8,11,13,18,8,9
26,9,13,7,17,8,12
26,10,17,6,18,2,5
26,11,16,3,19,5,1
26,12,9,20,1,14,5
27,1,14,11,5,13,2
27,2,3,17,12,20,4
27,3,6,9,3,19,13
27,4,18,14,4,8,17
27,5,1,2,8,3,18
27,6,7,15,16,2,20
27,7,10,19,12,11,1
27,8,7,1,15,18,6
27,9,12,10,9,16,8
27,10,15,5,13,19,14
27,11,11,20,17,6,16
27,12,4,5,7,9,10
28,1,17,6,5,18,9
28,2,12,4,2,7,19
28,3,8,11,3,4,16
28,4,20,3,7,5,13
28,5,9,15,20,1,12
28,6,16,13,11,20,18
28,7,4,18,15,2,6
28,8,14,16,9,11,1
28,9,1,2,10,17,13
28,10,5,17,19,8,7
28,11,6,19,14,12,10
28,12,3,8,10,15,14
29,1,6,12,16,14,17
29,2,2,7,12,16,5
29,3,20,6,8,3,2
29,4,13,9,18,12,7
29,5,19,4,16,13,20
29,6,10,19,2,17,11
29,7,15,10,5,9,8
29,8,9,17,4,10,3
29,9,18,1,3,7,14
29,10,5,11,1,4,15
29,11,18,14,19,11,20
29,12,1,8,6,13,15
30,1,12,20,17,18,15
30,2,16,5,4,6,14
30,3,4,12,8,7,11
30,4,2,13,9,3,11
30,5,10,16,9,3,18
30,6,7,3,15,11,17
30,7,19,7,1,10,6
30,8,5,1,20,19,12
30,9,14,9,6,20,8
30,10,18,2,4,5,10
30,11,13,15,14,17,2
30,12,8,1,13,16,19
31,1,17,8,7,9,19
31,2,19,13,3,1,4
31,3,7,18,2,20,16
31,4,16,17,8,2,1
31,5,10,7,16,15,6
31,6,1,4,20,17,5
31,7,11,15,19,18,9
31,8,13,10,11,6,12
31,9,13,5,12,14,3
31,10,8,12,15,14,2
31,11,3,6,5,11,18
31,12,14,9,10,4,20
32,1,15,8,18,12,4
32,2,2,19,12,15,3
32,3,12,11,17,9,5
32,4,17,3,6,19,16
32,5,18,16,13,9,4
32,6,4,18,14,6,19
32,7,20,7,10,13,17
32,8,11,9,7,1,14
32,9,6,2,11,1,20
32,10,5,20,15,16,13
32,11,2,3,1,10,8
32,12,10,14,5,8,7
33,1,9,15,3,20,4
33,2,4,11,19,12,10
33,3,17,18,14,3,1
33,4,8,13,1,18,12
33,5,7,14,18,16,11
33,6,15,19,7,5,3
33,7,6,16,17,14,10
33,8,1,2,6,12,9
33,9,20,6,8,7,13
33,10,16,9,2,15,5
33,11,11,4,20,8,2
33,12,19,17,13,10,5
34,1,2,5,4,13,16
34,2,3,1,10,5,18
34,3,14,13,11,15,8
34,4,9,18,16,19,7
34,5,12,20,14,1,17
34,6,13,11,9,17,6
34,7,18,14,19,2,20
34,8,19,12,16,3,8
34,9,3,5,9,8,6
34,10,11,10,2,20,7
34,11,10,7,1,4,15
34,12,4,12,17,6,15
35,1,7,3,4,2,6
35,2,15,17,3,20,14
35,3,20,6,12,10,3
35,4,6,19,5,7,1
35,5,14,2,9,4,10
35,6,9,1,11,19,13
35,7,17,8,18,11,5
35,8,5,12,16,14,11
35,9,8,20,15,18,19
35,10,16,4,8,9,17
35,11,1,16,7,13,15
35,12,12,10,13,2,18
36,1,17,15,13,5,9
36,2,13,14,7,10,8
36,3,3,13,17,16,2
36,4,16,3,11,7,12
36,5,5,8,20,1,18
36,6,11,17,3,4,19
36,7,12,19,10,14,15
36,8,19,5,6,4,14
36,9,9,2,12,20,7
36,10,2,18,6,8,9
36,11,15,1,6,11,18
36,12,4,20,1,16,10
37,1,18,11,3,12,13
37,2,6,15,2,5,10
37,3,20,4,5,1,12
37,4,19,6,20,9,16
37,5,1,10,9,3,17
37,6,16,19,18,15,2
37,7,11,13,4,6,20
37,8,14,2,19,17,1
37,9,10,16,15,8,11
37,10,12,7,14,18,17
37,11,8,9,7,13,14
37,12,7,4,8,5,3
38,1,15,12,20,16,9
38,2,10,18,8,19,4
38,3,20,8,19,11,14
38,4,14,9,12,3,2
38,5,3,14,13,6,1
38,6,17,3,10,12,13
38,7,18,7,4,15,6
38,8,1,11,15,17,4
38,9,7,17,2,11,5
38,10,9,20,5,7,19
38,11,5,10,18,6,16
38,12,13,1,16,2,8
39,1,6,15,4,9,13
39,2,8,6,17,19,12
39,3,19,5,18,13,20
39,4,17,16,20,18,3
39,5,8,3,15,10,7
39,6,4,2,19,17,7
39,7,2,20,11,1,10
39,8,4,8,14,9,16
39,9,6,12,1,2,11
39,10,16,11,10,14,5
39,11,14,5,12,15,13
39,12,9,1,3,7,18
40,1,13,10,17,18,20
40,2,10,13,7,19,6
40,3,15,9,14,19,11
40,4,1,16,7,12,4
40,5,7,14,11,3,20
40,6,5,9,1,8,12
40,7,20,15,6,16,17
40,8,2,4,11,14,18
40,9,5,18,9,10,17
40,10,1,15,13,2,8
40,11,3,6,5,8,2
40,12,12,19,16,4,3
41,1,10,6,8,4,3
41,2,3,19,1,5,15
41,3,11,17,16,6,9
41,4,6,14,8,20,1
41,5,18,7,9,1,16
41,6,17,15,2,14,19
41,7,7,10,5,20,19
41,8,11,17,12,7,8
41,9,15,16,4,13,3
41,10,14,18,2,13,4
41,11,13,5,20,11,12
41,12,18,12,10,9,2
42,1,20,3,18,8,11
42,2,4,1,19,18,9
42,3,9,2,13,5,7
42,4,5,4,14,17,1
42,5,20,11,15,10,4
42,6,2,13,17,15,12
42,7,12,7,6,18,15
42,8,16,8,19,12,17
42,9,8,19,13,11,10
42,10,2,20,3,16,9
42,11,10,1,6,3,14
42,12,16,5,14,7,6
43,1,11,3,15,2,5
43,2,17,20,9,15,8
43,3,12,6,1,5,17
43,4,15,10,12,14,2
43,5,19,11,3,9,6
43,6,7,14,10,9,1
43,7,4,8,20,2,7
43,8,1,16,19,10,13
43,9,6,17,18,13,20
43,10,19,12,16,4,8
43,11,4,18,11,16,5
43,12,13,18,7,3,14
44,1,18,3,14,1,16
44,2,8,2,7,16,11
44,3,9,4,6,14,11
44,4,1,7,17,11,15
44,5,3,9,4,17,13
44,6,20,13,12,19,1
44,7,15,10,5,3,18
44,8,19,16,2,6,10
44,9,10,2,8,17,5
44,10,6,7,4,20,19
44,11,8,9,5,12,13
44,12,14,12,20,18,15
45,1,17,11,10,16,18
45,2,14,8,3,19,5
45,3,13,4,1,7,15
45,4,16,13,17,14,7
45,5,2,6,20,12,3
45,6,18,1,2,6,8
45,7,12,19,11,18,2
45,8,9,17,12,10,4
45,9,4,5,16,20,10
45,10,7,15,8,13,6
45,11,3,20,11,1,9
45,12,5,14,15,9,19
46,1,20,17,2,4,14
46,2,7,4,18,5,12
46,3,14,6,9,15,20
46,4,10,20,14,8,16
46,5,12,10,7,6,9
46,6,11,2,13,4,3
46,7,17,7,3,2,19
46,8,19,5,18,17,1
46,9,1,15,16,11,12
46,10,11,16,6,5,13
46,11,13,8,19,9,18
46,12,8,3,10,1,15
47,1,18,13,17,20,10
47,2,15,18,16,3,6
47,3,9,1,13,4,20
47,4,8,1,4,19,11
47,5,19,12,15,10,3
47,6,3,7,9,2,16
47,7,2,5,1,7,20
47,8,5,6,18,12,14
47,9,12,14,8,17,4
47,10,6,17,11,8,7
47,11,16,9,5,15,2
47,12,11,19,14,13,10
48,1,19,11,9,6,17
48,2,2,16,1,13,14
48,3,9,18,4,1,10
48,4,16,12,20,8,9
48,5,5,3,12,11,13
48,6,18,4,15,14,2
48,7,20,19,5,15,8
48,8,14,20,8,3,7
48,9,7,1,19,16,17
48,10,3,4,17,5,6
48,11,10,15,7,18,11
48,12,13,10,6,12,2
49,1,17,13,3,8,18
49,2,15,8,6,17,16
49,3,7,14,13,19,9
49,4,1,6,14,7,12
49,5,4,2,17,15,19
49,6,6,3,1,16,4
49,7,5,11,2,10,1
49,8,16,13,10,20,5
49,9,3,19,12,20,18
49,10,10,9,4,14,5
49,11,18,2,9,11,8
49,12,12,7,15,20,11
50,1,13,8,2,4,6
50,2,17,10,5,1,8
50,3,2,14,3,19,1
50,4,11,12,7,13,4
50,5,8,16,11,18,15
50,6,20,9,10,6,7
50,7,4,11,10,3,14
50,8,7,18,16,5,19
50,9,14,20,16,12,17
50,10,18,19,20,2,6
50,11,9,5,13,15,3
50,12,15,17,1,9,12
51,1,6,11,8,10,14
51,2,10,17,19,7,2
51,3,8,7,3,10,12
51,4,1,12,18,9,4
51,5,5,4,8,7,20
51,6,11,15,20,1,13
51,7,5,14,12,2,16
51,8,13,18,19,6,1
51,9,3,13,14,16,15
51,10,17,5,18,11,9
51,11,20,9,17,2,3
51,12,19,6,15,4,16
52,1,2,1,5,11,7
52,2,4,8,14,17,1
52,3,16,20,4,18,3
52,4,15,2,9,20,10
52,5,9,16,13,8,19
52,6,12,16,11,19,4
52,7,14,18,7,13,17
52,8,15,10,7,12,18
52,9,12,3,8,9,19
52,10,6,13,2,5,20
52,11,1,10,6,3,11
52,12,17,15,6,14,5
53,1,19,15,4,10,13
53,2,1,20,15,8,5
53,3,8,14,16,7,10
53,4,11,19,12,17,5
53,5,2,11,18,4,3
53,6,16,2,9,6,7
53,7,20,9,11,19,14
53,8,3,5,4,15,7
53,9,14,3,17,18,6
53,10,18,8,1,12,2
53,11,9,1,6,13,12
53,12,10,17,20,13,16
54,1,4,2,13,8,17
54,2,10,4,5,12,9
54,3,2,1,10,16,15
54,4,16,18,17,9,11
54,5,13,7,14,1,19
54,6,11,12,13,14,20
54,7,6,12,3,20,8
54,8,7,9,8,15,18
54,9,18,6,11,14,15
54,10,19,6,2,5,4
54,11,20,7,19,3,5
54,12,1,3,10,17,16
55,1,12,20,2,4,18
55,2,17,8,3,15,9
55,3,5,11,12,2,8
55,4,14,16,19,3,2
55,5,4,6,16,7,12
55,6,3,5,9,13,14
55,7,15,9,7,11,1
55,8,6,15,10,19,17
55,9,4,17,20,7,1
55,10,13,18,5,1,16
55,11,14,10,19,11,20
55,12,8,13,18,6,10
56,1,6,19,1,8,11
56,2,9,2,12,10,3
56,3,7,4,11,17,13
56,4,3,20,1,16,6
56,5,11,14,4,16,8
56,6,2,10,17,18,7
56,7,9,14,6,5,8
56,8,18,4,20,10,9
56,9,7,13,15,3,2
56,10,13,17,5,16,12
56,11,19,5,15,20,18
56,12,15,19,14,12,1
57,1,17,15,3,11,10
57,2,16,8,12,19,10
57,3,5,9,13,14,4
57,4,1,3,8,4,19
57,5,10,1,5,18,14
57,6,8,4,13,2,15
57,7,2,11,16,14,15
57,8,20,16,9,19,17
57,9,12,20,18,6,13
57,10,18,7,2,1,20
57,11,3,12,6,7,11
57,12,5,17,7,9,6
58,1,15,16,20,1,6
58,2,9,15,1,13,12
58,3,6,10,11,5,4
58,4,19,18,11,3,13
58,5,14,4,17,15,20
58,6,16,3,8,5,18
58,7,17,5,19,2,9
58,8,7,8,18,14,16
58,9,1,14,2,12,17
58,10,4,7,10,12,3
58,11,10,19,13,6,2
58,12,11,20,9,8,7
59,1,20,11,3,13,19
59,2,12,19,8,7,5
59,3,6,1,14,9,3
59,4,15,7,4,18,19
59,5,2,6,15,9,18
59,6,1,2,16,5,11
59,7,5,12,7,15,16
59,8,3,18,12,17,14
59,9,16,13,10,4,9
59,10,11,6,1,4,17
59,11,8,13,20,10,17
59,12,10,2,14,20,8
60,1,17,11,2,3,16
60,2,8,17,5,6,15
60,3,13,14,7,2,6
60,4,20,15,19,6,12
60,5,12,10,15,8,1
60,6,14,11,18,20,13
60,7,9,8,4,1,18
60,8,7,16,3,9,10
60,9,13,5,14,10,7
60,10,19,12,16,4,2
60,11,18,9,17,11,19
60,12,4,1,3,20,5
61,1,18,16,1,17,4
61,2,1,10,9,19,14
61,3,8,9,2,12,11
61,4,19,3,6,7,9
61,5,2,5,10,18,20
61,6,14,12,20,16,17
61,7,12,6,16,18,13
61,8,5,11,4,10,6
61,9,11,8,7,19,15
61,10,3,14,5,15,4
61,11,17,7,13,1,20
61,12,15,2,8,13,3
62,1,16,18,19,2,14
62,2,13,15,18,16,7
62,3,3,13,5,8,1
62,4,4,20,6,14,8
62,5,9,4,7,20,2
62,6,10,17,11,15,12
62,7,6,13,9,11,10
62,8,1,3,12,10,18
62,9,19,1,17,5,3
62,10,8,19,2,17,6
62,11,9,14,15,12,4
62,12,7,5,20,16,11
63,1,9,17,15,2,5
63,2,20,8,16,14,10
63,3,10,1,14,7,2
63,4,20,12,6,3,5
63,5,13,3,19,4,15
63,6,17,7,12,13,14
63,7,11,18,17,8,6
63,8,4,18,3,11,7
63,9,6,4,10,19,16
63,10,18,9,8,5,16
63,11,2,20,1,15,11
63,12,12,19,9,1,13
64,1,15,16,7,6,1
64,2,10,15,18,20,19
64,3,11,1,4,9,12
64,4,5,6,2,18,13
64,5,4,2,13,3,8
64,6,16,14,11,13,9
64,7,3,10,9,17,20
64,8,7,20,1,8,19
64,9,8,3,16,10,17
64,10,17,7,4,2,12
64,11,14,19,18,12,5
64,12,15,6,14,5,11
65,1,19,15,13,4,10
65,2,5,13,20,1,17
65,3,6,17,10,18,7
65,4,18,4,17,14,3
65,5,16,9,15,6,20
65,6,12,2,3,20,11
65,7,1,5,19,16,4
65,8,2,11,10,19,7
65,9,7,16,12,3,9
65,10,12,5,11,13,8
65,11,14,8,6,1,2
65,12,15,18,8,9,14
66,1,20,2,4,17,16
66,2,6,14,20,11,18
66,3,11,10,5,16,1
66,4,4,20,14,7,8
66,5,5,12,2,10,9
66,6,8,6,11,7,4
66,7,17,3,6,12,15
66,8,13,9,16,2,19
66,9,19,17,5,15,7
66,10,1,10,13,18,12
66,11,18,19,3,9,14
66,12,13,8,15,3,1
67,1,20,11,15,16,13
67,2,10,15,18,5,2
67,3,14,4,13,17,15
67,4,7,1,9,11,17
67,5,9,11,19,3,20
67,6,16,13,10,6,3
67,7,19,12,20,14,5
67,8,3,7,2,1,14
67,9,12,8,17,19,18
67,10,4,16,8,12,5
67,11,2,7,1,18,6
67,12,9,6,8,4,10
68,1,6,19,1,13,4
68,2,20,17,9,8,1
68,3,5,14,7,9,17
68,4,14,2,13,11,9
68,5,13,5,7,8,3
68,6,15,18,11,2,4
68,7,1,20,12,15,18
68,8,3,4,5,20,10
68,9,7,15,18,12,16
68,10,17,16,6,19,2
68,11,10,12,19,6,14
68,12,16,3,11,10,8
69,1,2,6,17,8,20
69,2,15,9,3,7,19
69,3,16,1,14,10,15
69,4,11,18,3,5,1
69,5,7,10,20,17,13
69,6,12,5,4,7,11
69,7,18,13,16,4,9
69,8,4,20,12,9,6
69,9,6,3,5,14,2
69,10,8,14,16,15,19
69,11,18,13,8,2,12
69,12,10,1,19,11,17
70,1,17,16,14,18,3
70,2,3,19,18,16,20
70,3,20,7,19,13,5
70,4,19,9,2,1,8
70,5,11,12,1,6,16
70,6,2,17,15,3,4
70,7,13,2,12,10,15
70,8,5,15,6,20,9
70,9,13,11,7,14,6
70,10,14,4,10,1,12
70,11,9,10,18,8,7
70,12,8,5,4,17,11
71,1,20,3,15,11,10
71,2,1,8,20,15,18
71,3,5,2,10,19,14
71,4,18,16,5,4,2
71,5,1,6,9,5,13
71,6,2,1,16,20,7
71,7,16,13,17,9,12
71,8,19,17,11,4,13
71,9,10,8,14,9,15
71,10,3,18,17,6,12
71,11,6,7,3,14,4
71,12,12,11,7,19,8
72,1,18,12,10,5,20
72,2,17,10,1,3,6
72,3,4,19,8,13,20
72,4,15,8,5,17,16
72,5,19,7,6,18,10
72,6,7,4,15,16,6
72,7,11,15,12,16,19
72,8,8,14,13,17,1
72,9,9,3,2,7,5
72,10,14,20,2,12,3
72,11,14,9,4,1,11
72,12,13,11,9,2,18
73,1,9,6,8,20,16
73,2,17,9,6,5,15
73,3,11,15,7,8,10
73,4,16,5,3,11,8
73,5,12,13,18,4,1
73,6,2,16,1,7,12
73,7,20,19,11,2,14
73,8,3,2,13,15,6
73,9,4,14,17,18,10
73,10,10,18,19,4,9
73,11,5,1,19,13,3
73,12,7,12,20,14,17
74,1,8,9,12,3,2
74,2,1,17,9,20,11
74,3,8,20,5,11,18
74,4,6,10,16,13,5
74,5,15,4,17,19,2
74,6,3,16,9,10,7
74,7,19,7,18,6,13
74,8,14,3,13,12,8
74,9,5,18,14,15,1
74,10,1,15,4,12,6
74,11,16,11,14,17,19
74,12,20,4,10,7,2
75,1,6,20,4,16,13
75,2,10,17,15,13,20
75,3,9,12,7,5,17
75,4,4,14,1,5,16
75,5,13,15,11,3,18
75,6,14,5,12,19,9
75,7,4,6,8,3,19
75,8,15,20,3,14,7
75,9,2,9,17,18,11
75,10,12,2,6,10,11
75,11,18,8,7,16,1
75,12,10,1,2,8,19
76,1,7,13,16,17,5
76,2,8,12,4,2,15
76,3,13,10,16,9,14
76,4,5,3,8,10,4
76,5,18,2,14,6,8
76,6,9,19,20,15,4
76,7,11,6,20,18,5
76,8,17,19,6,12,18
76,9,11,13,15,7,14
76,10,20,17,2,1,16
76,11,12,10,1,11,3
76,12,19,7,3,1,9
77,1,1,6,5,14,15
77,2,6,15,16,2,9
77,3,17,8,13,2,10
77,4,15,18,1,17,3
77,5,8,10,9,6,14
77,6,3,14,19,4,17
77,7,7,4,12,20,13
77,8,13,1,11,8,7
77,9,18,5,10,20,12
77,10,7,11,18,9,4
77,11,16,3,12,19,20
77,12,2,16,19,5,11
78,1,16,14,10,1,11
78,2,19,8,7,18,20
78,3,5,16,3,10,4
78,4,4,18,15,16,1
78,5,12,17,8,13,5
78,6,2,4,9,6,3
78,7,6,19,18,1,13
78,8,15,7,5,19,10
78,9,11,12,9,8,15
78,10,9,13,2,3,20
78,11,20,2,17,7,14
78,12,14,11,6,12,17
79,1,1,20,10,5,6
79,2,17,16,18,3,8
79,3,10,19,17,15,12
79,4,3,20,11,13,15
79,5,12,9,13,4,7
79,6,10,8,4,7,18
79,7,8,7,20,6,16
79,8,6,5,17,9,19
79,9,9,1,14,18,3
79,10,19,14,15,11,2
79,11,4,1,11,2,5
79,12,16,2,12,14,13
80,1,5,4,8,13,14
80,2,17,18,4,11,6
80,3,14,15,20,8,16
80,4,7,12,6,15,3
80,5,13,9,19,20,18
80,6,3,6,16,9,11
80,7,20,10,2,12,1
80,8,15,13,5,10,9
80,9,2,3,1,17,7
80,10,18,5,14,7,2
80,11,11,17,19,4,10
80,12,8,1,16,19,12
81,1,9,11,10,12,19
81,2,3,10,13,16,11
81,3,1,19,7,14,6
81,4,12,18,5,2,15
81,5,11,20,3,5,8
81,6,6,8,13,19,2
81,7,13,3,14,1,18
81,8,16,2,20,6,4
81,9,1,9,15,8,17
81,10,7,17,18,16,10
81,11,15,5,4,17,7
81,12,14,12,9,20,4
82,1,18,6,3,7,5
82,2,17,11,6,13,20
82,3,20,5,1,15,19
82,4,4,2,12,3,8
82,5,2,13,16,10,17
82,6,10,14,6,15,12
82,7,9,10,8,18,1
82,8,5,7,2,11,19
82,9,1,4,20,17,13
82,10,14,16,18,4,9
82,11,15,11,7,14,8
82,12,19,3,12,9,16
83,1,2,15,11,1,16
83,2,19,18,14,20,13
83,3,17,15,2,18,9
83,4,11,16,5,12,17
83,5,10,4,7,16,19
83,6,20,14,10,2,3
83,7,18,6,13,11,12
83,8,4,9,5,13,7
83,9,5,8,3,14,17
83,10,8,6,15,3,10
83,11,6,19,1,8,4
83,12,12,20,9,7,1
