Respondent,RLH,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40,Item41,Item42,Item43,Item44,Item45,Item46,Item47,Item48,Item49,Item50,Item51,Item52,Item53,Item54,Item55,Item56,Item57,Item58,Item59,Item60,Item61,Item62,Item63,Item64,Item65,Item66,Item67,Item68,Item69,Item70,Item71,Item72,Item73,Item74,Item75,Item76,Item77,Item78,Item79,Item80,Item81,Item82,Item83,Item84,Item85,Item86,Item87,Item88,Item89,Item90,Item91,Item92,Item93,Item94,Item95,Item96,Item97,Item98,Item99,Item100,Item101,Item102,Item103,Item104,Item105,Item106,Item107,Item108,Item109,Item110,Item111,Item112,Item113,Item114,Item115,Item116,Item117,Item118,Item119,Item120
1264,509,-1.194991,-3.795392,-1.711702,-0.677908,0.564104,-0.877864,0.560446,1.007055,-1.649315,-0.226944,-1.107007,3.148469,-1.5832,-3.157054,0.498195,-0.655437,3.085719,0.448586,-1.466353,0.224267,0.582449,-0.038237,-0.84688,1.837238,-6.820963,-1.999428,-0.397327,0.682693,-1.31935,-1.210554,-2.664322,-0.960706,-0.090312,-3.628867,-5.772548,0.075009,1.162702,-1.195327,-3.530441,-1.685167,-1.441067,-1.694756,-1.732956,0.935792,-1.162187,-0.951277,-0.775509,1.256985,2.941409,-3.144595,-1.106984,-2.25423,-2.021361,-0.579889,0.480473,-3.004745,0.001377,1.003201,-1.058654,-0.028009,-5.600901,-0.466009,4.269266,0.460507,-0.398827,-1.436298,-0.132637,-1.918404,-2.518709,-1.625935,4.355982,4.498459,2.301375,0.76991,-0.978556,-0.100695,0.793074,1.289817,-4.051235,0.634187,1.314611,-3.19983,0.685833,0.350896,-2.026593,-1.684786,-6.817407,-3.116746,1.802835,-1.887194,1.282631,-3.198163,-4.982162,1.18023,-2.182145,1.165441,-1.058635,-3.91696,2.935322,-2.128857,-2.851406,-2.226698,-2.794306,0.265446,2.546452,3.696993,-1.904169,-3.190918,-0.717406,1.115628,0.23026,-0.412497,2.94873,1.722496,2.105774,-1.08454,-3.556067,-3.488965,-1.162695,0
1265,525,-2.564168,-6.316634,-6.353579,-1.763727,-2.936107,-3.057735,-2.2276,-4.788098,-1.881087,-2.389644,-1.531167,-3.460487,-5.530437,-5.024898,-3.412603,-1.614318,-2.989168,-2.265748,-4.099697,-4.481931,-2.669631,-1.726929,-5.045454,-2.158772,-7.790443,-3.4022,-2.966263,-2.569238,-2.510037,-2.833876,-3.349158,-2.489628,-4.270851,-3.229971,-7.093455,-3.997803,-0.858517,-3.205284,-3.881766,-3.501518,-2.636847,-2.213657,-0.431422,-1.485612,-6.024594,-1.825317,-2.851542,-3.881282,-0.636611,-2.370684,-2.606885,-8.0541,-2.261652,-0.708151,-2.072048,-3.385886,-1.073191,-1.729689,-1.628366,-2.822353,-4.021009,0.186793,-1.476802,-1.622402,-1.641974,-7.873553,-2.397847,-2.631014,-2.875087,-3.907996,-0.856733,-1.045145,1.371155,-0.971903,-3.726973,-1.077063,-2.454885,-1.632522,-2.280437,-2.356013,-2.445213,-3.969528,-1.322262,-3.555265,-0.489512,-4.031916,-4.850477,-5.073844,-0.942543,-3.094022,-3.321074,1.301096,-5.69207,-2.583351,-2.908635,-1.488227,-0.687401,-5.352037,-5.537487,-4.788134,-1.086768,-4.027571,-4.552112,-0.577956,-1.405728,-1.525231,-1.548849,-0.562186,-3.335785,-2.254673,-0.19636,-3.38619,-0.903747,-1.479612,-0.502064,-1.830921,-6.11827,-3.619346,-2.713343,0
1266,533,-3.330049,-8.690529,-4.031856,-2.370033,-3.105355,-4.440261,-2.542443,-3.246813,-3.268002,-2.429461,-5.201866,-4.168368,-4.964612,-3.935337,-2.243119,-0.668531,-2.431033,-0.463912,-3.224907,-1.204824,-2.158637,-4.724075,-2.381462,-1.07821,-7.657771,-3.79365,-4.241119,-2.470823,-3.205219,-3.359168,-4.061984,-2.995136,-2.477611,-5.113935,-6.835061,-1.532499,-1.033047,-4.078418,-5.495965,-4.182876,-4.536614,-3.252317,-2.559659,-2.519534,-4.414124,-2.935386,-5.299329,-2.167545,-0.941923,-3.382478,-3.113554,-7.710679,-5.929868,-2.082298,-2.723383,-5.295981,-2.333414,-1.949759,-2.668933,-3.308616,-5.107436,-4.204896,1.288997,-2.053258,-1.949798,-3.631155,-2.315071,-3.784016,-4.043172,-3.74989,0.730237,1.017794,2.212815,0.436705,-1.945324,-2.147382,-1.707687,-2.19108,-4.127734,-2.648775,-1.529184,-3.091608,-3.346861,-3.509469,-4.515138,-8.074692,-7.412142,-3.81103,-1.899399,-2.616902,-3.404174,-3.890669,-6.683712,-1.44923,-2.943227,-1.12119,-1.205271,-6.788095,-4.185772,-5.835633,-4.598541,-3.939121,-2.713926,-2.016203,1.602886,1.132289,-1.065423,0.813195,-1.786792,0.185531,-1.787384,-0.358317,1.780356,-1.379992,2.171445,-2.68966,-4.639303,-2.494683,-0.154116,0
1267,250,0.079629,-1.062219,-0.934053,-0.111421,1.651024,-2.150393,0.201901,-0.246171,0.472987,0.933414,-0.52774,0.226726,-0.303121,-0.357109,-0.265846,-0.175386,-0.16655,0.240399,-0.913423,0.637984,-0.031563,0.987232,-0.141128,-0.697899,-3.305041,-0.162432,0.262594,1.068364,-0.812444,0.007735,-0.020471,1.323853,0.434156,-0.781968,-0.536411,0.750262,1.157791,-0.357098,-0.840078,-1.220243,-0.827912,-0.231851,0.398378,0.210146,0.200645,-0.054565,0.414764,-0.084981,1.202985,0.521136,-1.733947,-0.342873,1.201618,1.25643,0.566664,0.482075,0.45966,0.6904,-0.41235,1.119919,0.573508,1.373817,0.647284,0.628029,-0.059191,0.009457,0.847609,0.439175,0.171403,0.095357,0.983866,1.021459,0.969828,0.902871,-0.356915,0.308584,0.814318,0.093758,0.429605,-0.536107,0.562425,-0.23884,-0.30745,-0.019321,0.343678,0.469711,-1.886991,0.514703,0.579969,-0.373959,2.006175,0.758155,-0.689001,-0.125722,-0.1288,0.360071,-0.293488,-1.307792,0.143448,-0.773489,0.027823,-0.734783,-0.992417,0.165245,-0.457356,-3.183635,0.914846,-1.167374,0.148776,1.083131,0.154733,-0.017471,-0.177464,0.141594,0.477832,-0.701231,-0.008982,-0.271255,-0.425846,0
1268,360,-0.275059,-4.672773,-1.80124,-0.941087,-1.664265,-1.426838,-0.036742,-1.003123,-0.190042,-0.814186,-0.18156,0.082177,-1.99868,-1.399291,-1.974703,1.238811,-0.696861,0.460732,-0.954327,-0.77667,-0.337941,0.390588,-0.968866,-0.63715,-2.141559,-1.517411,0.053381,0.210982,1.19278,-1.262977,-3.146836,-0.276995,-2.04076,-1.657596,-3.220013,-0.074101,0.532144,-1.464015,-0.253378,-0.064129,-1.719162,-0.7122,1.21831,-1.000882,-4.648862,0.647007,-2.515395,-3.082209,0.881061,0.152671,-0.189302,-2.869478,-2.388597,-0.667073,-0.758941,-1.366456,-0.811609,-0.51516,-0.593271,-0.808036,-0.994891,-2.519419,1.697145,0.761775,0.170638,0.933916,-0.621751,-1.160883,-1.198338,-1.23736,1.735932,1.32291,2.12276,0.044033,-0.771012,0.696021,-0.12679,-0.962575,-0.942949,-0.807207,0.2851,-1.364496,-1.271106,-1.6145,0.221766,-2.039048,-3.955375,-1.583666,-0.037199,-0.186605,-0.171512,0.237035,-2.610242,-1.348627,-1.934547,0.974408,0.154229,-1.165835,-0.360058,-2.660053,-1.346508,-1.390658,-1.003165,0.194449,1.071322,0.445968,0.820192,1.036253,-0.313072,0.71223,0.530188,0.575289,1.752854,-1.73297,2.731533,-0.056193,-1.586062,-1.535963,-0.78114,0
1273,390,-0.114423,-2.734707,-0.902396,0.736747,1.138577,0.086976,0.543673,-1.862268,-0.928222,0.983302,3.278781,-0.21042,-1.320257,-0.34425,1.261374,1.513504,0.840979,1.539575,-0.630417,1.399001,0.350752,0.613323,-0.370751,0.942975,-4.034073,-0.489305,1.234491,-0.759156,0.419149,-0.57311,-0.635036,1.966514,-0.198528,-0.896768,-3.540348,0.68358,0.88955,-1.08819,-1.414975,-0.984498,0.044713,-0.475062,1.330891,0.587329,-0.251883,0.913932,-1.306578,-0.688784,1.519117,1.379586,0.716776,-1.98143,0.304706,1.797965,1.551036,-1.537511,0.488235,-0.592467,-0.312326,0.141366,-2.120513,0.059981,0.713826,0.46951,-0.552722,0.447974,1.81921,0.424691,-0.392095,-0.601477,1.702344,0.694154,1.839,0.726442,0.614878,3.232729,0.6826,1.03461,0.327338,-0.393551,0.412493,0.164211,1.250582,0.749891,0.918121,-2.018335,-4.003654,-0.904955,0.962549,-1.53649,1.265851,1.29909,-3.30658,0.411261,0.296641,1.328822,0.392097,-2.034129,-1.505603,-1.80912,-1.451942,-0.521851,0.542139,1.59709,0.36954,-2.5214,3.100138,-1.249438,0.331993,1.699329,2.148908,0.116844,2.04805,0.989482,1.227781,0.173368,-2.46077,-1.297815,-0.137463,0
1275,391,-0.969026,-3.944036,-4.724494,-0.032516,0.511814,0.981332,-0.195688,-2.629428,-2.251008,1.249774,0.37831,-0.956834,-3.565971,-0.828191,1.228094,-0.164358,1.237537,1.418946,-1.24806,-1.527298,0.667138,-1.12684,0.365855,0.90138,-6.916783,-1.378008,-0.574697,-0.968126,-1.297026,-0.162401,0.257843,0.755461,0.169588,-0.690373,-5.49017,-0.450728,1.496931,-1.527305,-2.332249,-0.705136,-0.487908,-0.21521,0.495138,0.446335,0.177115,-1.639588,-2.848159,-2.096154,1.823249,-0.252705,0.466293,-0.132907,-2.877926,1.626606,1.168733,-1.031135,-0.386654,0.189577,-0.341819,1.699911,1.448185,-1.210372,2.857161,-0.733006,-1.417194,-4.2253,0.618334,-0.808199,-2.133604,-0.861162,0.559285,0.873462,0.354963,0.371361,0.434099,1.591726,1.22919,0.496189,-1.230532,-0.484528,1.216467,-2.748179,0.347505,-0.250432,-0.331949,-2.971879,-5.401416,-1.049471,0.172837,-0.172728,-0.376988,-0.240206,-5.125736,0.481053,-2.366606,0.054525,-1.917821,-4.146726,-2.652255,-0.601608,-0.054765,-1.209666,-4.918528,1.814102,1.547399,1.142332,1.197048,-2.77201,-1.655919,-0.615039,0.965531,-1.584366,1.335857,1.517676,0.216248,-0.798472,-2.816463,-1.012387,-1.816772,0
1276,593,-2.215331,-10.856008,-5.283751,-2.570907,-1.861284,-2.397146,-4.224279,-7.826371,-2.568332,-2.319718,-1.567942,-4.41262,-5.622518,-4.537238,-2.53744,-2.619774,-1.120757,-2.810664,-3.084103,-1.736706,-1.273156,-4.021231,-0.787286,-1.339987,-8.821029,-4.183718,-4.498205,-2.925587,-1.0464,-2.963004,-2.996667,-1.955811,-1.806513,-5.219526,-9.823881,-3.57862,-1.26527,-4.162459,-3.134003,-1.588437,-3.16325,-1.443197,-2.161589,-0.708436,-4.944164,-0.346464,-6.022034,-3.638034,-1.048153,-3.8426,-1.447064,-9.554767,-6.031248,-2.166392,-0.816695,-5.173459,-2.709431,-1.652307,-2.562934,-0.616284,-2.074516,-6.537718,2.074297,-3.17301,-4.355909,-6.877148,-4.172072,-4.639768,-3.203593,-6.553105,-0.100029,0.549087,0.635518,-2.081521,-3.573979,-1.496022,-2.207168,-2.007183,-5.959285,-4.038636,-1.398159,-3.884691,-1.845332,-2.138364,-3.497077,-8.924332,-7.508879,-4.193098,-3.06518,-1.713483,-3.614925,-8.066126,-7.664965,-1.890809,-4.137364,-0.50626,-2.778819,-6.594496,-5.298866,-3.805045,-3.232064,-6.788988,-3.809065,-1.515593,0.261159,1.33333,-2.79868,-2.288781,-5.230878,-3.652519,-1.971045,-2.638091,-0.109895,-1.940329,-0.526108,-3.559101,-7.928053,-4.327342,-4.280589,0
1277,486,-0.812369,-2.135928,0.036732,-0.0771,-0.305904,-0.881195,-0.234444,1.044015,-0.027564,0.048012,-0.174267,1.353233,-0.695505,0.227731,1.277928,4.22671,-0.809686,-0.597887,-2.198788,0.882222,-0.340758,1.783294,1.209512,-0.825589,-1.529668,0.317765,1.003,1.367742,0.372093,-1.396471,-1.911638,1.009795,-0.6669,-2.011914,-1.177122,0.898889,1.095851,-2.830979,-0.239516,0.104096,0.22145,0.561278,2.327712,0.07365,-0.225513,1.080964,3.30738,0.462601,0.798276,1.009948,-0.317508,-1.476145,0.148511,1.813143,0.211476,-1.294006,-0.46595,-0.201239,-0.607847,-1.140148,-0.341228,0.534211,0.161537,2.058686,1.466619,2.488948,2.075349,0.994897,-0.719935,0.855853,1.182105,1.320205,2.082836,-0.783432,1.276069,1.787492,-0.821016,0.409064,0.547711,-2.026588,1.191427,2.48531,-1.093019,-2.16963,-0.676567,-0.199384,-4.670733,-2.330412,0.623282,-1.91851,2.103092,0.546172,-3.049881,0.532307,1.019607,1.389542,1.99995,-0.915003,2.071021,-2.31863,-0.807418,1.818945,1.492667,2.367375,1.596285,1.036133,2.449151,2.650019,1.22738,3.413189,2.024953,1.488733,2.344407,0.863902,3.07662,0.578216,0.17245,0.360515,2.282052,0
1278,334,0.513039,-1.513047,-0.042822,0.880919,-0.686198,0.116729,-0.128597,0.604946,0.799251,0.301589,-1.088261,-0.03013,-0.733017,-0.93042,0.748059,1.095416,0.611542,1.579719,-0.701898,-0.36693,0.220433,-0.785299,1.348468,0.706281,-3.294736,-1.03107,-1.248546,2.015144,0.194685,-0.422063,-1.200471,-0.744661,0.133915,-0.954736,-2.132609,0.443672,1.219084,1.102327,-1.030125,-0.899617,-0.84207,-0.475125,-0.350521,0.71826,-0.81075,-0.07138,-0.927491,0.16672,1.719618,-0.794249,0.085634,-2.894412,-0.312309,1.265512,0.746572,-0.300535,1.542461,1.960152,0.896762,-2.532132,-0.8941,-0.84538,2.714181,1.613713,1.363567,-1.946648,0.716306,-0.66623,0.044963,0.818794,2.95916,2.409657,3.044197,1.73901,1.133391,-0.515769,0.86716,0.234576,0.245931,0.35196,0.73225,-1.716415,-0.170259,-0.036757,-0.939833,-0.460073,0.330835,-0.959228,1.601614,0.140554,-0.593769,2.295437,-2.215976,0.665355,0.432031,0.027647,0.393199,-1.852685,0.763352,-3.038293,-1.180673,-0.548141,0.570201,0.273296,2.233531,2.051132,1.797946,2.398487,-0.878432,2.010594,-0.25405,1.331581,2.014277,1.047787,2.677096,-0.355246,-0.431732,-2.598816,-0.384269,0
1279,528,-0.367656,-6.856384,-2.324143,-2.503371,1.067952,0.870148,0.325037,-0.427513,-1.27988,-1.077775,-1.25187,0.289713,-3.074504,-2.840252,-1.009755,-0.821813,0.016944,0.123989,-1.273476,-0.877149,1.026307,-1.954063,-3.938942,1.048621,-7.150225,-1.946571,-0.573127,-2.460366,-0.091657,-0.090004,-3.031832,-1.471505,-1.709223,-4.220995,-6.676963,0.570902,-0.280836,-3.123316,-2.903863,-1.83187,-1.024645,-1.498642,-1.143437,0.593446,-2.120662,-0.517145,-4.830091,0.1777,2.905193,-3.67113,0.213325,-3.208118,-0.846926,-0.380114,1.136104,-4.267592,-0.764355,-0.171319,-1.365212,-0.432477,-2.845511,-2.534114,3.347545,1.36403,-1.855471,0.098976,-2.376402,-3.599871,-1.342154,-4.462782,1.967476,2.29559,3.515499,0.506419,-2.237457,-0.502043,0.189532,2.594281,-4.418466,1.674004,1.229663,-2.455323,1.548044,1.193808,0.813683,-4.02461,-7.436863,-3.606333,-0.490819,-2.722325,0.593395,-0.092757,-5.935888,1.382352,-1.565086,2.058548,0.95434,-5.023387,0.195285,-2.926572,-2.296011,-2.976325,-0.232881,-0.207345,2.643642,2.757927,-1.608534,-1.623359,-0.215956,1.609253,-0.512702,-1.66671,4.505208,-1.914939,1.602428,-0.376192,-4.200413,-2.332675,-1.272706,0
128,389,-1.026381,-6.68645,-1.755214,-1.51955,-1.41008,-1.656018,-2.037708,-1.199102,-1.324388,-1.732394,-1.1772,-0.51909,-2.397076,-1.626651,-0.830773,-1.141196,-0.620304,-0.310957,-2.508239,-1.693667,-0.996515,-0.374748,-0.765986,-0.173987,-6.98772,-0.914389,-1.169803,-0.604795,-1.186046,-2.406088,-3.831785,-1.559627,-1.873253,-4.436828,-4.107537,0.851552,-0.817131,-2.521843,-2.624487,-2.653632,-2.115963,-1.566319,-0.943382,-2.493485,-3.719087,-0.727678,-2.907355,-0.693707,1.308856,-1.390461,-0.980278,-3.976522,-1.748403,0.356607,-1.293945,-2.716626,-1.138502,0.265388,-1.553102,-0.739094,-2.138073,-1.428622,2.104658,0.669952,-0.686842,-0.69291,-0.753307,-2.322577,-1.2226,-1.922716,3.386499,2.022841,2.834013,-0.711005,-1.077765,-0.445055,-0.335799,-0.80584,-2.998881,-0.782719,-0.110222,-2.454215,-1.489636,-2.183972,-0.513187,-3.263221,-5.182225,-2.716931,1.35457,-2.346564,-0.021062,-0.540055,-5.586719,-0.702494,-3.139564,0.726367,-1.04035,-3.622111,-0.820022,-4.073986,-2.84634,-3.165656,-1.954169,0.296026,0.994687,0.84759,0.554564,-1.549719,-0.490246,0.247708,0.388629,-0.623905,1.406385,-1.310099,1.008193,-1.521225,-3.28257,-3.130869,-1.848593,0
1280,489,-1.44248,-2.669732,-1.461975,0.713126,0.420985,0.709159,-0.282471,-2.764894,-1.570697,0.561116,1.036245,-3.554416,-2.599878,-0.654371,1.12164,-0.640712,2.256805,1.369973,-0.206016,-0.887497,0.222556,-0.726346,2.303101,1.195958,-5.558405,-2.166978,-0.557651,-0.785028,-1.66754,-0.623507,-0.604434,-0.409218,0.547835,-3.919978,-4.926295,-1.040092,0.624157,-0.679915,-0.9484,-1.304019,0.28814,-1.255205,1.123991,0.38771,-0.708274,-1.126561,-1.37125,1.528507,0.748693,-2.259186,-0.316251,-4.690664,-1.974698,0.599145,0.802898,-2.070996,0.839281,1.600884,0.911729,1.125739,-0.659138,-0.111965,1.350494,-0.514165,-2.254113,-2.664551,-1.411755,-1.975553,-3.682373,-0.884659,-0.309071,0.129911,0.742058,-0.10905,-1.922904,1.26994,1.239144,0.476054,-1.378931,0.78818,0.371742,-2.470415,1.483577,0.734138,-0.033949,-3.98632,-4.049693,-0.812246,0.781968,0.231775,-0.923506,1.207703,-5.723919,-0.96702,-2.815631,-2.744273,-3.112339,-4.685856,-1.957043,-2.599272,-2.164783,-3.946541,-3.73037,-0.564744,3.141199,2.876053,0.001104,-2.140158,-1.19688,-0.345669,0.210944,-0.857749,1.568147,0.955774,0.301247,-0.566987,-3.276321,-3.000673,-1.183582,0
1282,499,1.441807,-2.634701,0.7183,0.509072,1.891667,0.753788,1.818913,6.073684,1.358144,1.354572,1.723545,5.907769,1.175144,0.390371,1.754319,1.327285,3.558585,3.700832,1.074069,4.845301,1.364049,2.946552,0.376382,4.181748,-1.471513,-0.198019,4.086122,-0.156023,2.009153,1.417833,-0.752644,1.508618,0.701731,-1.176771,-0.641022,3.243113,2.534682,0.038616,-2.003476,0.117621,0.099944,-0.914862,0.226315,1.150443,-0.37648,0.560771,-0.099224,4.078929,5.231272,-0.580239,0.943524,1.711682,0.114264,2.356602,1.063223,-1.554955,1.302067,2.877,0.729656,-0.627037,-1.539662,1.097694,6.202573,1.783973,1.068962,7.021942,2.248704,-0.539129,-3.466924,2.26759,5.349603,5.506197,4.542242,2.929195,0.405405,0.673689,3.402488,4.129576,-0.63688,3.873878,3.328368,1.463285,3.39264,2.897761,2.40962,3.475657,-1.526757,-1.28649,2.145077,0.703842,5.398775,2.727116,-0.732628,2.394033,0.069247,3.129237,1.717122,1.21433,4.189066,-1.220872,-1.395746,0.168434,1.235884,2.512488,4.566748,4.787157,0.122016,-0.754869,3.679118,5.13639,1.926898,1.570859,5.288068,2.373555,3.436526,2.12818,-0.715054,-1.766648,1.513534,0
1283,237,-0.029419,-0.730911,1.023895,0.622349,0.826246,1.52254,1.038762,-0.204806,0.523326,1.39681,2.763506,0.18124,0.149099,-0.005164,0.785194,-0.042951,0.812728,2.000667,0.660609,0.230342,1.660912,0.65937,1.501478,0.956536,-0.185398,0.82154,1.745077,-1.345927,-0.001548,-0.120241,0.033182,-0.992164,0.567178,0.458605,-0.633216,1.125402,1.378596,0.889665,0.749985,0.863577,1.004676,0.202045,0.804555,0.236865,0.279677,1.1611,-0.216279,1.295394,1.974534,-0.335516,0.771653,0.184324,1.295543,1.479545,0.502404,0.98626,0.783367,0.688146,0.532445,0.020657,1.748512,-0.738392,1.823006,0.850631,-0.354428,1.533496,0.750491,0.536601,0.167772,0.530837,-0.625158,0.218382,2.228012,1.430805,0.021217,1.619711,1.362274,0.758427,0.119495,1.990976,0.702962,2.854536,0.625266,1.070494,1.041226,0.217842,-0.74313,0.552954,1.616637,1.618032,0.790603,3.519443,-0.737827,-0.441556,0.09808,0.079952,0.759717,-0.222,0.355107,0.49423,0.463221,-0.176986,0.00388,0.477704,1.549473,0.816951,0.563117,0.082288,1.543232,1.510279,1.450216,0.887215,1.536034,0.623977,1.725439,0.978381,2.352532,0.180618,0.378235,0
1284,516,-3.326598,0.140557,-2.079165,0.567075,-2.105897,-0.868113,-3.355315,-4.325547,1.473011,-1.387236,0.78466,-3.314544,-0.690492,-0.891474,0.708281,0.886033,-1.270963,-1.482713,1.823399,1.26159,-1.385869,-0.696804,3.498936,-4.057472,-3.095313,-1.366562,-2.563321,-0.066519,-2.104078,-1.856361,2.021607,0.523363,0.490175,3.650215,-2.468375,-0.921462,0.249872,1.001592,1.772385,-1.018941,-1.213329,2.371137,2.419599,-0.7438,-0.884888,-1.837943,-0.426989,-3.901345,-2.515605,1.307444,-0.233632,-2.286805,-2.382449,-1.424323,0.672916,-0.075966,-0.830386,-1.641806,-0.458394,1.194559,2.562228,0.573727,-2.916017,-2.311768,-1.995092,-4.347114,-0.988812,1.048748,-0.91182,1.075484,-1.580591,-1.212124,-3.186302,-2.476006,0.391728,1.592453,-3.342121,-2.470357,1.591395,-7.297706,-2.03694,-1.345191,-4.563414,-4.893434,-2.287589,-2.255973,-1.6275,1.326564,-2.406494,1.150951,-3.347893,-2.694405,-1.265432,-3.195214,-0.325794,-3.771255,-1.584433,-2.536545,-4.887082,0.037839,1.749938,-0.956033,-3.123672,-0.245055,-2.905863,-4.840826,0.762319,1.287036,-5.264845,-2.720315,-1.168797,1.2723,-3.206607,-1.514594,-1.558616,-1.217917,-3.249085,0.303146,-2.145857,0
1285,314,-3.757063,-2.536286,-3.099636,-1.759964,-2.379437,-1.095165,-1.552363,-4.080626,-1.423001,-1.35618,0.085221,-3.076293,-3.7543,-1.581677,-0.482138,0.338022,-1.803635,-1.431509,-1.906667,0.353939,-2.491945,0.626377,-0.711092,-1.747758,-4.306432,-1.679688,-0.922754,-1.10682,-1.9099,-3.448332,-1.857818,-0.038765,-2.097761,-1.496842,-3.17571,-1.287465,-0.246114,-1.839811,-1.370464,-1.913166,-1.43933,-0.835719,1.01146,-1.804179,-3.033603,-1.492052,-0.562109,-1.916619,-1.229076,-1.315835,-1.899569,-3.947816,-1.672987,-0.462116,-0.85561,-2.94224,-1.802033,-1.874031,-2.292435,-0.564982,-0.763842,-2.420726,-1.92785,-1.528587,-1.0849,-2.347074,-1.032937,-1.38929,-2.951246,-2.180349,-0.2442,-1.682061,-1.947382,-2.922465,0.105375,0.307994,-0.201243,-2.457535,-0.773385,-4.338468,-1.869698,-3.022045,-3.143435,-2.374563,-1.71768,-3.124393,-4.218574,-2.218342,-0.983722,-2.276882,-1.742173,-0.467315,-5.171752,-2.910761,-1.779466,-2.101444,-2.269104,-3.605028,-3.360851,-1.81897,-1.484028,-1.979452,-2.882,0.667172,-1.481414,-1.403138,-1.410273,-1.336391,1.816991,-0.951906,-0.07951,-0.920651,-1.029933,-0.720712,-0.985572,-0.707115,-2.567529,-1.852507,-0.361552,0
1286,494,-0.252041,-1.172088,-2.600686,1.391877,-0.180705,1.245011,0.557146,-1.664222,-0.195324,0.774258,2.023888,-0.109048,-1.010851,-0.091966,1.58448,-0.311337,1.032732,1.735654,0.247866,-2.129841,0.721274,0.449782,1.542429,1.892404,-2.657444,0.071829,0.997641,-0.261928,0.24267,0.121554,-0.6748,0.305995,1.876952,-0.022522,-2.287923,0.869116,2.14714,0.638259,0.700591,0.833168,1.075019,0.068501,1.703113,0.104838,-0.350336,0.19712,0.114908,-2.107495,2.778906,1.40261,-0.645664,-3.744742,2.545533,4.724396,0.488063,0.609318,1.660525,2.279662,1.651905,0.360482,0.770984,1.095088,1.828768,-0.700501,-1.151539,-3.02176,1.265141,0.348479,-1.429913,2.351664,0.334344,0.568131,2.260644,0.63106,0.077825,3.917992,1.996238,0.65169,1.578285,0.442042,-0.93425,-1.666323,0.949945,0.435266,0.495544,-0.703965,-2.678954,-0.798514,1.765781,0.60386,-0.361631,3.490716,-2.814803,-2.237104,-2.658565,-1.320718,-2.538499,-2.346182,-0.211859,-1.047239,0.204265,-1.111175,-4.737216,1.874962,0.481078,1.724126,-1.346455,-2.68077,-1.111568,0.511074,0.89723,-2.196858,-0.469259,3.2324,0.30955,-1.138266,-1.626363,-4.384019,-2.363698,0
1288,482,-1.624589,-6.468863,-3.754274,-1.219767,-0.63379,-2.124673,-0.571141,-2.019305,-1.42085,-1.308836,-2.235552,-2.20192,-4.794305,-4.224472,-1.352166,-1.268976,-0.200033,-1.008342,-4.517624,-2.640816,-0.902225,-2.175238,-2.415474,-1.105032,-7.770497,-2.557615,-1.588375,-1.379382,-2.063906,-2.029325,-3.196198,-2.038404,-1.028447,-4.172329,-8.071438,-2.395772,-0.339102,-3.706423,-3.720064,-2.266267,-1.582457,-2.00802,-1.012059,-0.185038,-2.723531,-1.631614,-3.168993,-1.705368,0.41143,-3.376636,-1.269508,-5.50486,-2.6117,0.022755,-0.707579,-3.884343,-0.609726,-0.846064,-1.687229,-2.229825,-2.870114,-1.903449,0.583193,-0.477425,-2.575246,-5.345061,-1.760982,-2.876087,-4.49832,-2.448888,-0.258229,0.430876,2.789591,1.112617,-1.685787,-0.858654,-2.700487,-0.437357,-2.583453,-0.741737,-0.208888,-2.468162,-0.415894,-1.405333,-0.9055,-3.739572,-6.939564,-4.234808,-0.770652,-2.357753,-0.58981,-1.950343,-5.530366,0.261612,-2.659976,-0.655913,-0.150048,-6.497279,-2.940906,-4.043381,-2.949597,-3.669028,-3.649635,-1.095299,0.559891,0.914743,0.223727,-3.251335,-2.628996,-0.161243,-1.106865,-4.349425,1.352923,-0.106533,1.281518,-0.186101,-6.616612,-3.34629,-3.15644,0
1289,424,1.159768,-2.510325,-1.38134,0.892138,-0.857162,-2.17823,0.359359,2.147586,0.467233,0.433167,-0.233891,3.319087,-0.184373,-1.383652,0.349962,1.683024,0.931385,1.74313,0.026174,2.424247,0.189331,0.248475,0.003828,0.738312,-1.275287,-0.163049,0.603113,0.715797,-1.769751,-1.475631,-1.824174,1.259534,0.60366,-0.759388,-2.514407,2.87388,2.34762,0.883424,-2.232079,-0.817171,-1.309779,-1.96641,0.120196,0.076393,-0.943431,-1.359277,0.220265,-0.408965,2.088453,0.750647,-1.172601,-3.187343,0.184777,2.331157,0.149959,-0.608194,0.889147,1.056756,0.314462,-2.520962,-1.624922,1.841173,4.740015,0.469729,0.695686,1.501366,2.389808,2.047897,-2.833081,3.580579,4.070047,5.483434,2.425636,0.436821,0.986812,1.019228,1.447464,0.770173,0.436627,-0.856484,0.929263,0.993642,0.516241,-1.424899,-0.22594,0.115084,-3.514679,-0.570036,-1.335229,-0.20717,2.509894,0.343919,-1.726264,0.349579,-0.537944,1.031945,-0.519959,-1.649014,0.881471,-4.071408,-1.185763,1.882936,-3.616689,0.578525,0.031825,1.998743,1.722123,0.623509,0.043795,3.556512,0.885227,1.415066,1.29802,0.828405,2.636519,0.377535,-0.36003,-0.55333,-0.162807,0
