Version,Set,Item1,Item2,Item3,Item4,Item5
15,17,15,21,2,19,30
15,18,4,29,15,28,22
16,1,27,6,4,11,5
16,2,4,10,21,18,8
16,3,5,19,23,3,25
16,4,20,3,19,14,17
16,5,25,10,22,9,19
16,6,14,11,24,12,29
16,7,21,14,28,26,1
16,8,20,30,29,15,7
16,9,24,29,15,26,5
16,10,13,16,6,21,22
16,11,18,12,23,16,2
16,12,22,17,2,26,23
16,13,6,1,7,9,2
16,14,28,7,3,30,13
16,15,17,24,1,13,8
16,16,8,4,27,15,20
16,17,11,28,30,25,12
16,18,9,27,18,10,16
17,1,10,15,17,16,14
17,2,26,8,12,20,27
17,3,30,18,28,14,7
17,4,1,12,7,17,21
17,5,19,16,2,24,11
17,6,16,17,22,4,28
17,7,23,1,15,22,30
17,8,2,26,10,27,30
17,9,27,25,4,1,6
17,10,13,9,5,20,10
17,11,14,23,5,24,9
17,12,25,13,11,21,3
17,13,18,20,25,29,24
17,14,12,6,26,3,15
17,15,19,13,8,6,28
17,16,3,29,9,2,4
17,17,29,21,8,11,23
17,18,22,5,19,7,18
18,1,7,4,6,14,10
18,2,29,5,3,19,1
18,3,9,26,13,18,30
18,4,30,10,24,6,21
18,5,23,7,13,22,25
18,6,3,2,11,8,26
18,7,28,14,22,2,8
18,8,20,21,12,19,22
18,9,8,27,17,23,9
18,10,17,18,19,28,29
18,11,4,24,25,12,16
18,12,5,23,27,21,28
18,13,24,3,16,27,7
18,14,26,25,29,17,2
18,15,15,9,14,4,13
18,16,1,15,18,5,12
18,17,11,20,10,15,6
18,18,11,30,20,1,16
19,1,21,20,15,18,24
19,2,4,11,26,19,18
19,3,13,24,30,29,3
19,4,12,18,21,6,29
19,5,6,8,5,10,20
19,6,16,28,23,7,15
19,7,29,23,1,26,4
19,8,20,7,26,17,5
19,9,25,21,22,9,17
19,10,9,16,28,3,12
19,11,15,9,13,11,27
19,12,5,22,6,30,14
19,13,10,3,4,22,1
19,14,2,12,1,27,14
19,15,7,19,10,8,13
19,16,23,28,24,2,19
19,17,14,30,8,25,16
19,18,17,25,11,27,2
20,1,24,1,11,28,10
20,2,27,17,8,4,24
20,3,19,6,28,25,1
20,4,16,2,21,5,15
20,5,8,11,7,22,18
20,6,26,16,20,9,6
20,7,19,26,16,14,21
20,8,30,2,9,20,25
20,9,1,27,29,7,9
20,10,22,8,17,12,15
20,11,13,12,30,11,23
20,12,12,10,18,23,25
20,13,2,5,13,7,4
20,14,4,19,27,30,21
20,15,3,15,14,29,20
20,16,10,22,29,24,26
20,17,28,13,5,3,17
20,18,18,23,3,6,14
21,1,29,4,14,25,24
21,2,26,10,25,15,28
21,3,17,27,10,30,22
21,4,21,18,26,9,5
21,5,21,29,1,8,28
21,6,2,17,19,23,10
21,7,13,28,20,16,27
21,8,8,15,30,1,19
21,9,18,20,2,4,3
21,10,5,29,12,8,30
21,11,6,24,22,13,18
21,12,15,3,23,21,4
21,13,24,9,12,19,7
21,14,9,14,27,26,11
21,15,7,6,3,12,17
21,16,6,11,2,14,13
21,17,11,16,23,5,22
21,18,20,25,16,1,7
22,1,14,22,21,20,11
22,2,21,7,9,2,24
22,3,12,26,7,10,4
22,4,27,5,10,19,29
22,5,23,1,6,26,2
22,6,30,4,17,16,29
22,7,22,13,1,14,12
22,8,28,30,18,2,6
22,9,11,4,28,5,20
22,10,15,19,13,17,12
22,11,22,8,6,7,27
22,12,3,25,24,8,5
22,13,25,27,15,18,8
22,14,1,11,15,24,3
22,15,9,20,19,29,23
22,16,16,30,3,23,26
22,17,10,18,16,28,9
22,18,14,21,25,13,17
23,1,30,9,20,1,17
23,2,26,24,8,6,23
23,3,8,1,18,16,21
23,4,2,22,12,15,28
23,5,27,6,19,25,21
23,6,7,17,4,11,15
23,7,18,14,7,29,11
23,8,5,3,4,22,9
23,9,10,21,4,12,30
23,10,23,2,14,5,8
23,11,28,12,27,20,26
23,12,1,10,3,27,18
23,13,16,5,10,13,14
23,14,3,19,30,24,2
23,15,29,28,9,15,7
23,16,13,29,23,22,25
23,17,17,26,24,20,13
23,18,19,16,25,11,6
24,1,24,6,17,9,16
24,2,13,8,26,9,19
24,3,23,13,21,29,27
24,4,21,26,28,17,3
24,5,20,3,14,10,8
24,6,6,23,20,12,10
24,7,25,10,2,7,1
24,8,11,19,22,18,20
24,9,4,14,17,1,18
24,10,26,15,5,18,22
24,11,14,23,15,24,27
24,12,6,8,29,1,9
24,13,12,2,19,4,16
24,14,28,24,11,21,5
24,15,4,7,30,28,25
24,16,22,7,16,3,27
24,17,5,13,11,30,12
24,18,30,25,2,15,29
25,1,3,17,25,12,9
25,2,9,30,8,16,22
25,3,15,9,11,3,10
25,4,1,15,23,4,21
25,5,27,21,7,2,20
25,6,17,22,21,10,29
25,7,12,27,28,23,14
25,8,24,1,18,22,25
25,9,25,5,14,19,7
25,10,20,14,27,30,24
25,11,2,28,24,13,18
25,12,8,20,13,4,2
25,13,18,30,7,26,23
25,14,8,12,29,11,26
25,15,29,17,5,6,16
25,16,19,10,6,28,3
25,17,26,11,1,5,19
25,18,16,4,13,6,15
26,1,12,29,22,20,6
26,2,19,16,12,13,1
26,3,14,22,26,21,4
26,4,21,1,9,24,11
26,5,10,23,1,17,30
26,6,16,18,2,27,5
26,7,7,20,5,23,28
26,8,20,25,26,14,15
26,9,27,5,10,17,24
26,10,15,19,22,18,30
26,11,3,29,28,11,13
26,12,15,24,19,8,7
26,13,7,3,21,30,6
26,14,4,27,6,25,9
26,15,2,12,3,8,14
26,16,9,2,23,17,11
26,17,18,8,4,28,29
26,18,25,13,16,10,26
27,1,5,9,25,7,12
27,2,1,21,12,2,5
27,3,13,15,10,21,2
27,4,24,16,15,27,3
27,5,29,7,14,16,10
27,6,23,27,29,25,19
27,7,17,11,8,19,4
27,8,22,23,20,3,1
27,9,30,6,5,15,13
27,10,28,11,17,29,26
27,11,28,26,27,30,1
27,12,19,4,22,24,20
27,13,6,14,9,18,12
27,14,7,18,20,13,17
27,15,9,28,30,14,22
27,16,2,3,18,26,6
27,17,10,4,24,8,23
27,18,11,16,25,21,8
28,1,26,19,30,25,21
28,2,23,5,4,9,10
28,3,20,18,24,5,25
28,4,17,2,28,15,8
28,5,3,1,16,8,22
28,6,27,13,3,29,30
28,7,14,9,19,1,15
28,8,22,21,18,7,10
28,9,25,28,11,3,6
28,10,6,20,13,4,28
28,11,12,17,26,16,24
28,12,29,7,9,2,24
28,13,8,14,17,11,30
28,14,10,12,27,19,11
28,15,16,21,23,20,18
28,16,5,15,12,23,4
28,17,13,26,1,14,7
28,18,29,6,2,27,22
29,1,30,10,2,25,20
29,2,21,8,26,12,5
29,3,18,19,28,9,27
29,4,25,22,12,17,3
29,5,10,14,21,28,13
29,6,4,29,16,3,14
29,7,9,30,8,13,23
29,8,24,5,6,14,21
29,9,20,9,15,6,17
29,10,1,12,29,5,30
29,11,11,6,8,15,16
29,12,24,25,13,1,18
29,13,3,17,7,23,19
29,14,15,26,18,10,29
29,15,1,11,7,4,27
29,16,27,4,22,26,2
29,17,7,2,19,16,20
29,18,11,24,23,22,28
30,1,14,19,29,2,5
30,2,2,1,6,26,11
30,3,12,20,18,29,11
30,4,18,30,17,14,4
30,5,19,18,23,6,8
30,6,26,15,9,22,13
30,7,21,8,27,17,2
30,8,30,16,10,24,9
30,9,16,23,14,24,25
30,10,22,27,13,5,3
30,11,6,4,11,30,10
30,12,8,10,15,3,25
30,13,26,3,21,9,7
30,14,29,13,21,19,20
30,15,7,24,27,12,15
30,16,4,25,20,28,1
30,17,5,28,1,22,17
30,18,23,7,28,12,16
31,1,28,16,15,27,1
31,2,18,8,10,11,14
31,3,6,26,5,16,19
31,4,4,28,24,8,26
31,5,24,22,30,19,12
31,6,13,24,1,10,2
31,7,10,29,1,20,9
31,8,26,29,25,21,23
31,9,3,9,4,18,5
31,10,17,14,12,13,19
31,11,9,12,25,28,2
31,12,16,13,17,7,11
31,13,14,6,7,21,22
31,14,2,11,3,30,23
31,15,27,23,4,22,29
31,16,20,3,6,7,8
31,17,5,27,25,15,18
31,18,30,15,20,17,21
32,1,25,1,5,8,30
32,2,1,19,14,27,6
32,3,22,2,9,15,14
32,4,21,12,4,6,28
32,5,15,7,28,29,14
32,6,12,23,3,1,18
32,7,17,6,24,29,13
32,8,5,20,21,16,3
32,9,10,17,30,18,7
32,10,19,3,2,4,24
32,11,11,22,9,25,21
32,12,27,30,11,9,26
32,13,8,10,26,20,12
32,14,18,25,16,13,4
32,15,28,5,19,10,7
32,16,29,22,8,2,16
32,17,23,24,20,11,15
32,18,13,27,23,26,17
33,1,24,26,29,10,5
33,2,13,21,29,11,15
33,3,2,18,19,28,29
33,4,28,10,22,23,25
33,5,3,13,12,9,18
33,6,17,21,16,1,2
33,7,25,2,7,19,4
33,8,11,15,17,5,25
33,9,20,16,30,28,27
33,10,8,9,5,4,19
33,11,23,30,6,16,9
33,12,14,20,27,3,12
33,13,21,8,24,27,12
33,14,22,1,15,6,23
33,15,6,18,26,24,30
33,16,11,7,3,26,14
33,17,7,10,13,22,8
33,18,1,14,4,20,17
34,1,1,11,22,24,20
34,2,12,4,21,30,29
34,3,16,4,15,7,26
34,4,10,11,18,12,16
34,5,28,1,14,8,24
34,6,9,29,24,7,1
34,7,9,5,11,23,27
34,8,30,15,2,18,6
34,9,4,13,23,21,3
34,10,19,17,10,27,22
34,11,20,28,25,14,26
34,12,18,23,8,2,14
34,13,15,26,3,17,19
34,14,20,25,8,19,13
34,15,30,2,12,5,22
34,16,3,17,29,25,6
34,17,7,27,5,13,6
34,18,16,9,10,21,28
35,1,21,25,27,18,24
35,2,5,14,3,30,10
35,3,29,8,17,23,7
35,4,8,20,13,9,2
35,5,23,7,26,30,27
35,6,25,27,15,12,8
35,7,6,19,9,10,21
35,8,14,11,2,4,10
35,9,24,3,1,26,17
35,10,15,18,16,1,13
35,11,2,22,26,29,16
35,12,16,12,14,19,23
35,13,19,30,28,13,1
35,14,29,6,25,3,28
35,15,17,18,20,28,5
35,16,22,21,11,5,24
35,17,7,12,6,11,4
35,18,9,4,22,20,15
36,1,19,24,20,9,3
36,2,12,29,10,1,20
36,3,15,5,30,14,29
36,4,4,13,24,22,30
36,5,10,2,5,15,23
36,6,26,10,18,4,17
36,7,3,30,7,15,21
36,8,22,28,7,6,8
36,9,13,25,12,2,11
36,10,27,16,4,25,22
36,11,27,21,18,3,8
36,12,11,29,19,16,28
36,13,8,25,1,17,9
36,14,1,19,11,21,23
36,15,23,5,14,18,13
36,16,24,16,17,6,14
36,17,28,26,9,2,27
36,18,12,6,20,7,26
37,1,6,23,29,9,18
37,2,19,15,30,10,16
37,3,25,8,30,26,16
37,4,2,20,6,1,5
37,5,17,3,19,27,11
37,6,14,9,12,25,7
37,7,13,29,8,4,15
37,8,13,6,27,11,10
37,9,18,9,22,26,19
37,10,30,11,23,20,25
37,11,26,22,13,5,28
37,12,15,28,24,12,18
37,13,21,24,28,10,3
37,14,22,14,17,21,12
37,15,4,1,5,8,7
37,16,14,27,1,29,4
37,17,7,17,23,24,2
37,18,21,2,16,3,20
38,1,8,13,21,23,19
38,2,22,3,10,25,1
38,3,17,22,15,28,6
38,4,16,7,29,11,24
38,5,10,23,25,24,15
38,6,12,20,22,19,29
38,7,5,16,28,23,17
38,8,30,18,27,14,12
38,9,6,14,26,13,25
38,10,11,26,2,3,1
38,11,20,5,4,10,9
38,12,3,8,16,14,9
38,13,4,17,18,2,30
38,14,2,12,6,24,13
38,15,18,8,7,20,11
38,16,5,28,21,27,7
38,17,29,21,9,30,27
38,18,1,15,19,26,4
39,1,26,23,1,12,20
39,2,15,25,3,29,5
39,3,29,10,8,6,26
39,4,24,4,23,9,11
39,5,28,30,13,12,3
39,6,23,6,3,22,4
39,7,14,20,2,15,21
39,8,25,7,19,18,22
39,9,27,24,20,16,13
39,10,9,14,11,28,10
39,11,16,4,21,17,18
39,12,6,19,15,27,5
39,13,18,1,13,7,29
39,14,19,7,14,30,24
39,15,30,26,5,8,21
39,16,9,16,27,1,17
39,17,10,17,25,2,12
39,18,2,11,28,22,8
40,1,27,19,26,3,10
40,2,1,18,14,6,27
40,3,21,1,30,25,6
40,4,20,22,11,16,30
40,5,4,9,25,13,28
40,6,8,24,2,27,7
40,7,3,5,18,11,26
40,8,7,10,11,13,15
40,9,23,2,7,15,28
40,10,26,21,10,29,2
40,11,17,12,6,21,9
40,12,19,29,17,14,20
40,13,13,14,22,5,16
40,14,25,24,29,8,4
40,15,24,17,5,19,18
40,16,23,3,30,20,1
40,17,28,16,4,23,12
40,18,12,15,9,8,22
41,1,11,30,13,2,19
41,2,21,28,24,26,14
41,3,11,19,21,4,25
41,4,22,21,29,18,23
41,5,24,2,4,14,3
41,6,8,27,16,4,6
41,7,15,3,18,7,9
41,8,9,13,19,1,10
41,9,27,28,8,17,30
41,10,10,6,17,23,20
41,11,5,15,12,11,6
41,12,2,22,27,18,25
41,13,16,7,20,25,26
41,14,28,30,22,29,3
41,15,14,20,24,5,15
41,16,7,8,10,12,1
41,17,17,23,26,9,13
41,18,5,1,16,12,29
42,1,13,3,7,20,21
42,2,6,13,8,29,14
42,3,1,10,21,16,2
42,4,3,9,2,8,5
42,5,28,26,6,19,2
42,6,30,18,9,24,10
42,7,12,15,3,21,16
42,8,29,4,5,17,7
42,9,18,19,28,20,8
42,10,20,27,4,30,13
42,11,9,29,23,27,11
42,12,4,12,15,26,27
42,13,15,25,1,28,17
42,14,25,23,12,24,19
42,15,22,30,6,7,24
42,16,11,5,14,17,25
42,17,1,11,16,22,18
42,18,26,14,22,10,23
43,1,30,24,9,6,1
43,2,3,18,23,13,25
43,3,25,7,2,9,14
43,4,12,16,29,19,7
43,5,14,12,27,28,11
43,6,5,4,2,21,22
43,7,10,22,12,13,26
43,8,8,23,14,15,30
43,9,13,21,24,15,27
43,10,4,6,28,3,10
43,11,21,25,20,5,6
43,12,17,10,8,15,20
43,13,23,8,1,5,19
43,14,20,11,18,26,29
43,15,2,9,19,16,18
43,16,26,17,30,22,16
43,17,24,29,3,27,17
43,18,7,1,11,4,28
44,1,27,20,22,1,8
44,2,6,29,25,30,11
44,3,18,17,15,11,21
44,4,20,2,24,28,4
44,5,8,4,12,18,3
44,6,2,27,17,23,7
44,7,3,13,1,2,22
44,8,19,5,7,17,22
44,9,21,28,20,6,9
44,10,29,18,10,14,4
44,11,16,10,27,25,14
44,12,1,26,19,14,15
44,13,24,16,13,10,5
44,14,29,9,15,30,12
44,15,25,5,26,9,30
44,16,28,13,21,7,23
44,17,16,3,6,19,23
44,18,26,8,11,12,24
45,1,9,13,29,4,5
45,2,12,1,9,25,27
45,3,7,27,11,22,21
45,4,11,7,5,3,26
45,5,10,21,17,8,14
45,6,14,11,3,22,9
45,7,13,6,12,2,17
45,8,18,12,23,6,10
45,9,17,24,28,1,30
45,10,18,6,16,24,20
45,11,30,14,2,23,19
45,12,5,27,13,18,28
45,13,22,15,8,16,24
45,14,19,20,8,25,3
45,15,15,2,26,29,16
45,16,4,30,7,10,20
45,17,26,19,4,21,1
45,18,23,25,28,15,29
46,1,16,4,30,11,2
46,2,21,30,23,1,8
46,3,8,26,21,7,29
46,4,5,11,26,24,13
46,5,10,3,25,13,15
46,6,3,28,29,19,17
46,7,2,5,25,28,12
46,8,30,14,18,3,16
46,9,27,23,5,20,29
46,10,25,16,7,21,9
46,11,11,17,20,13,1
46,12,6,15,4,27,19
46,13,9,8,18,26,28
46,14,12,22,24,17,19
46,15,6,2,10,18,27
46,16,4,12,14,20,22
46,17,23,10,22,9,24
46,18,15,1,14,7,6
47,1,22,25,15,4,17
47,2,20,7,27,8,12
47,3,29,24,27,1,2
47,4,20,29,22,2,6
47,5,5,4,3,16,23
47,6,13,19,16,11,8
47,7,19,9,10,15,11
47,8,14,28,13,23,16
47,9,1,8,6,5,11
47,10,17,26,30,2,25
47,11,27,23,1,26,3
47,12,30,21,19,12,13
47,13,28,22,9,14,21
47,14,9,20,17,18,15
47,15,4,18,7,6,26
47,16,7,10,28,30,5
47,17,24,14,25,21,18
47,18,12,29,24,10,3
48,1,21,2,5,27,10
48,2,17,12,23,6,16
48,3,14,27,9,24,13
48,4,1,11,18,2,15
48,5,11,28,14,29,8
48,6,24,6,26,14,4
48,7,10,3,4,11,27
48,8,16,7,29,10,25
48,9,25,20,28,19,24
48,10,2,15,20,7,23
48,11,6,30,19,22,5
48,12,7,26,13,17,9
48,13,23,17,8,4,21
48,14,29,21,30,19,18
48,15,15,1,3,30,22
48,16,28,3,12,20,26
48,17,5,16,1,9,12
48,18,22,25,13,18,8
49,1,19,27,17,3,14
49,2,22,5,10,29,17
49,3,15,13,2,23,7
49,4,8,24,30,12,2
49,5,27,16,15,28,26
49,6,13,29,1,6,28
49,7,14,15,21,5,20
49,8,26,9,20,25,4
49,9,18,22,29,26,23
49,10,23,24,11,25,21
49,11,4,21,12,9,1
49,12,12,18,14,1,7
49,13,3,22,24,7,5
49,14,2,9,6,8,3
49,15,18,17,10,28,11
49,16,10,19,16,20,8
49,17,27,25,6,11,30
49,18,19,13,4,16,30
50,1,28,7,19,10,1
50,2,16,11,22,4,9
50,3,30,7,11,20,19
50,4,20,6,21,13,26
50,5,26,8,25,23,6
50,6,24,28,16,3,15
50,7,29,20,2,14,3
50,8,11,2,25,12,14
50,9,21,23,22,24,28
50,10,17,12,27,21,13
50,11,25,4,17,29,1
50,12,9,19,15,27,29
50,13,17,26,5,16,2
50,14,30,5,18,15,12
50,15,8,30,13,10,4
50,16,3,18,7,6,24
50,17,1,10,14,9,23
50,18,5,27,8,22,18
51,1,23,14,26,30,27
51,2,24,11,23,17,20
51,3,19,26,9,24,15
51,4,6,21,15,11,22
51,5,16,22,20,27,25
51,6,2,1,3,21,10
51,7,13,20,2,5,28
51,8,28,23,12,4,18
51,9,10,15,6,8,17
51,10,12,19,26,22,10
51,11,21,16,24,18,1
51,12,8,5,29,14,13
51,13,1,25,7,13,27
51,14,4,2,18,5,19
51,15,7,6,17,30,14
51,16,9,12,16,29,7
51,17,29,4,11,25,3
51,18,3,9,8,28,30
52,1,7,14,4,15,22
52,2,11,23,9,7,2
52,3,13,15,22,12,27
52,4,26,1,19,16,14
52,5,28,3,21,17,7
52,6,12,24,5,17,9
52,7,26,30,10,2,20
52,8,25,8,19,6,16
52,9,6,28,27,9,2
52,10,20,29,24,11,4
52,11,22,5,1,23,6
52,12,14,18,13,10,16
52,13,15,30,28,1,29
52,14,27,8,4,26,21
52,15,30,29,23,19,21
52,16,18,17,3,20,25
52,17,24,10,25,8,5
52,18,18,13,11,3,12
53,1,3,13,29,2,22
53,2,20,17,12,4,14
53,3,17,20,30,22,9
53,4,14,25,21,19,2
53,5,26,3,27,5,11
53,6,10,4,28,7,18
53,7,29,28,17,21,11
53,8,16,12,8,23,29
53,9,13,6,1,15,24
53,10,21,16,6,11,10
53,11,25,26,5,1,28
53,12,27,18,15,23,19
53,13,2,1,22,18,8
53,14,5,14,9,19,6
53,15,23,9,3,13,20
53,16,16,27,30,12,7
53,17,7,24,8,30,4
53,18,15,10,26,24,25
54,1,4,2,23,6,12
54,2,9,21,16,20,5
54,3,8,28,2,16,15
54,4,10,7,20,27,23
54,5,12,23,5,25,21
54,6,22,19,10,28,27
54,7,19,11,7,12,1
54,8,1,29,24,27,17
54,9,25,22,14,13,30
54,10,22,4,17,26,13
54,11,21,20,18,9,15
54,12,18,25,7,29,26
54,13,6,10,9,3,29
54,14,11,30,2,18,24
54,15,13,24,19,4,5
54,16,28,8,6,14,17
54,17,14,11,15,8,3
54,18,30,26,16,3,1
55,1,8,19,18,24,9
55,2,3,22,21,6,19
55,3,24,14,26,28,23
55,4,11,5,30,7,20
55,5,5,23,14,10,11
55,6,1,15,20,29,4
55,7,6,12,28,26,11
55,8,27,17,5,30,18
55,9,21,1,27,14,2
55,10,7,6,3,16,28
55,11,2,21,9,8,13
55,12,20,12,29,22,26
55,13,4,13,25,15,30
55,14,19,3,12,25,10
55,15,9,27,4,29,8
55,16,15,2,10,17,16
55,17,17,7,16,24,22
55,18,23,18,1,13,25
56,1,15,21,26,5,7
56,2,9,16,13,11,30
56,3,19,20,23,28,4
56,4,29,5,10,2,24
56,5,23,15,3,25,17
56,6,27,16,24,20,6
